Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Lava	145	3	4	39	39	98	249	249	249	249	249	249	3300	1000	0	1	0	0	0	0	1	1	0	0	2	28	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	100	255	220	220	0	0	1	0	3000	43	68	87	43	66	89	9000	9000	9900	8	16	8	16	40	60	0	0	10	minionmap	pantherwomanmap	fallenmap	slingermap	siegebeastmap	bloodlordmap	councilmembermap	reanimatedhordemap	fallenshamanmap	fetishmap																1	minionmap	pantherwomanmap	fallenmap	slingermap	siegebeastmap	bloodlordmap	councilmembermap	reanimatedhordemap	fallenshamanmap	fetishmap																minionmap	pantherwomanmap	fallenmap	slingermap	siegebeastmap	bloodlordmap	councilmembermap	reanimatedhordemap	fallenshamanmap	fetishmap																scorpion	bat			20								0	33	255	Lava	To Lava	M2L3	48	49	133						90	60	5						0
Ice Map	146	4	4	39	39	98	199	199	199	199	199	199	3300	1300	0	1	0	0	0	0	1	1	0	0	2	33	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	230	230	255	0	0	1	0	3000	43	68	88	43	66	88	9000	9000	9900	8	16	8	16	40	60	0	0	7	mummyIce	skeletonIce	skmage_coldIce	arach5Ice	megademon2Ice	baalminion3Ice	wraith3Ice																			1	mummyIce	skeletonIce	skmage_coldIce	arach5Ice	megademon2Ice	baalminion3Ice	wraith3Ice																			mummyIce	skeletonIce	skmage_coldIce	arach5Ice	megademon2Ice	baalminion3Ice	wraith3Ice																			rat	larva	bug		40								0	39	255	Ice Map	To The Ancestral Trial	M2L1	107	108	109	123	129	110	133		25	25	70	25	25	25	5		0
Desert Map	147	1	4	39	39	98	249	249	249	249	249	249	3300	1550	0	1	0	0	0	0	1	1	0	0	2	13	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	43	68	89	43	66	89	8625	8625	9500	8	16	8	16	40	60	0	0	8	sandraider3Market	flyingscimitarMarket	corruptrogue2Market	mosquito2Market	firetowerMarket	vampire1Market	cr_archer2Market	unraveler3Market																		1	sandraider3Market	flyingscimitarMarket	corruptrogue2Market	mosquito2Market	firetowerMarket	vampire1Market	cr_archer2Market	unraveler3Market																		sandraider3Market	flyingscimitarMarket	corruptrogue2Market	mosquito2Market	firetowerMarket	vampire1Market	cr_archer2Market	unraveler3Market																		rat	larva	bug		40								0	13	255	Desert Map	To The Kehjistan Marketplace	M6L5	60	61	59	74	133				50	25	45	45	5				0
Jungle Map	148	2	4	39	39	98	250	250	250	250	250	250	3300	1850	0	1	1	0	0	0	1	1	0	0	2	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	43	68	87	43	66	87	9000	9000	9900	8	16	8	16	40	60	0	0	8	foulcrowJungle	sandleaperJungle	quillratJungle	deathmaulerJungle	bruteJungle	baboonJungle	scarabJungle	councilmemberJungle																		1	foulcrowJungle	sandleaperJungle	quillratJungle	deathmaulerJungle	bruteJungle	baboonJungle	scarabJungle	councilmemberJungle																		foulcrowJungle	sandleaperJungle	quillratJungle	deathmaulerJungle	bruteJungle	baboonJungle	scarabJungle	councilmemberJungle																		rat	larva	bug		40								0	24	255	Jungle Map	To The Torajan Jungle	M5L1	31	43	40	52	43	133			50	15	45	35	50	5			0
Fortress Map	149	4	4	39	39	98	180	105	180	105	180	105	3300	2150	0	1	1	0	0	0	1	1	0	0	2	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	43	68	87	43	66	88	9000	9000	9900	8	16	8	16	40	60	0	0	8	fallenBastion	goatmanBastion	sandmaggotBastion	fallenshamanBastion	siegebeastBastion	sandraiderBastion	batdemonBastion	succubusBastion																		1	fallenBastion	goatmanBastion	sandmaggotBastion	fallenshamanBastion	siegebeastBastion	sandraiderBastion	batdemonBastion	succubusBastion																		fallenBastion	goatmanBastion	sandmaggotBastion	fallenshamanBastion	siegebeastBastion	sandraiderBastion	batdemonBastion	succubusBastion																		rat	larva	bug		40								0	37	255	Fortress Map	To Bastion Keep	M6L1	116	117	118	124	125	129	133		25	25	25	25	35	25	30	5	0
Throne Map	150	4	4	39	39	98	169	105	169	105	149	149	3300	2300	0	1	0	0	0	0	1	1	0	0	2	34	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	43	68	89	43	66	89	8250	8250	9075	8	16	8	16	40	60	0	0	8	corruptrogueThrone	cr_archerThrone	cr_lancerThrone	impThrone	overseerThrone	megademonThrone	frogdemonThrone	fingermageThrone																		1	corruptrogueThrone	cr_archerThrone	cr_lancerThrone	impThrone	overseerThrone	megademonThrone	frogdemonThrone	fingermageThrone																		corruptrogueThrone	cr_archerThrone	cr_lancerThrone	impThrone	overseerThrone	megademonThrone	frogdemonThrone	fingermageThrone																			larva	bug		40								0	48	255	Throne Map	To The Throne of Insanity	M5L3	126	127	133						25	25	5						0
Tomb Map	151	1	4	39	39	98	249	249	249	249	249	249	3300	2500	0	1	0	0	0	0	1	1	0	0	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	100	255	255	255	0	0	1	0	3000	43	68	89	43	66	88	10000	10000	10000	8	16	8	16	40	60	0	0	8	scarabTomb	painworm1Tomb	quillrat4Tomb	skmage_ltng5Tomb	baboon1Tomb	batdemon5Tomb	arach1Tomb	baalminionTomb																		1	scarabTomb	painworm1Tomb	quillrat4Tomb	skmage_ltng5Tomb	baboon1Tomb	batdemon5Tomb	arach1Tomb	baalminionTomb																		scarabTomb	painworm1Tomb	quillrat4Tomb	skmage_ltng5Tomb	baboon1Tomb	batdemon5Tomb	arach1Tomb	baalminionTomb																		rat	larva	bug		40								0	19	255	Tomb Map	To The Tomb of Zoltun Kulle	M5L6	19	29	32	78	133				10	5	5	10	5				0
Monastery Map	152	0	4	39	39	98	190	240	190	240	190	240	3300	2800		3				0	1	1			2	4	-1	-1	-1	-1		153							-1	15	-1	-1	-1	-1	-1	-1	15	255	255	255	0	0	1	0	5000	7	32	92	7	92	92	10000	10000	10000	8	16	8	16	50	70	1		11	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															rat	bat			40								0	10	255	Monastery Map	To The Cathedral of Light	M5L4	15								25								0
Monastery Map Basement	153	0	4	39	39	98	22	31	22	31	22	31	3300	3100		1				0	1	1			2	10	-1	-1	-1	-1	152								17	-1	-1	-1	-1	-1	-1	-1	1	255	255	255	0	0	1	0	300	7	32	92	7	92	92	7500	7500	8250					1	2	1		9	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	vampire2Maus	putriddefiler1dungeon	batdemon3dungeon	blunderbore1dungeon																		reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	vampire2Maus	putriddefiler1dungeon	batdemon3dungeon	blunderbore1dungeon																	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	vampire2Maus	putriddefiler1dungeon	batdemon3dungeon	blunderbore1dungeon																	rat	bat			30	30							0	10	255	Monastery Map Basement	To The Cathedral Basement	M5L5																	1
Graveyard Map	154	0	4	39	39	98	190	240	190	240	190	240	3600	1000		1				0	1	1			2	2	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	7	32	89	7	42	89	4500	4500	5250	8	16	8	16	40	60	1		6	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap																					hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap																				hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap	hellbovineMap																				rat	bat			30								0	3	255	Graveyard Map	To The Blood Moon	M4L3	1	38	33	34	133				5	35	35	35	5				1
Caldeum Map	155	1	4	39	39	98	179	159	179	159	179	159	3600	1300	0	1	0	0	0	0	1	1	0	0	2	12	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	0	1	0	3000	43	68	88	43	66	87	9000	9000	9900	8	16	8	16	40	60	0	0	6	zombieCaldeum	pantherwoman1Caldeum	flyingscimitarCaldeum	slinger1Caldeum	swarm4Caldeum	cantor3Caldeum																				1	zombieCaldeum	pantherwoman1Caldeum	flyingscimitarCaldeum	slinger1Caldeum	swarm4Caldeum	cantor3Caldeum																				zombieCaldeum	pantherwoman1Caldeum	flyingscimitarCaldeum	slinger1Caldeum	swarm4Caldeum	cantor3Caldeum																				rat	larva	bug		40								0	12	255	Fall of Caldeum	To The Fall of Caldeum	M6L2	29	32	57	58	133				10	30	20	10	5				0
Pandemonium Map	156	3	4	39	39	98	179	179	179	179	179	179	3600	1500	0	1	0	0	0	0	1	1	0	0	2	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	0	1	0	3000	43	68	89	43	66	89	6750	6750	6750	8	16	8	16	40	60	0	0	7	reanimatedhorde3Pandemonium	fetish3Pandemonium	bighead5Pandemonium	succubuswitch3Pandemonium	baboon5Pandemonium	siegebeast3Pandemonium	vampire3Pandemonium																			1	reanimatedhorde3Pandemonium	fetish3Pandemonium	bighead5Pandemonium	succubuswitch3Pandemonium	baboon5Pandemonium	siegebeast3Pandemonium	vampire3Pandemonium																			reanimatedhorde3Pandemonium	fetish3Pandemonium	bighead5Pandemonium	succubuswitch3Pandemonium	baboon5Pandemonium	siegebeast3Pandemonium	vampire3Pandemonium																			bat				40								0	31	255	Pandemonium Citadel	To The Pandemonium Citadel	M7L1	107	108	123	134	110				25	25	25	25	25				0
Pvp Map	157	1	0			98	179	159	179	159	179	159	4000	2000	0	1	0	0	0	0	1	1	0	0	2	12	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	255	255	255	0	0	1	0	3000	43	68	85	43	66	85	6000	6000	6000	8	16	8	16	40	60	0	0	0																										1																																																															0	12	255	Pvp Map	To Pvp Map	P2L1																	0
Spider Map	158	2	4	39	39	98	249	249	249	249	249	249	3600	1900	0	1	0	0	0	0	1	1	0	0	2	24	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	35	230	255	230	0	0	1	0	3000	43	68	87	43	66	88	10000	10000	10000	8	16	8	16	40	60	0	0	7	minionSpider	mosquito4Spider	batdemon6Spider	unraveler3Spider	fetishblowSpider	blunderbore2Spider	arach3Spider																			1	minionSpider	mosquito4Spider	batdemon6Spider	unraveler3Spider	fetishblowSpider	blunderbore2Spider	arach3Spider																			minionSpider	mosquito4Spider	batdemon6Spider	unraveler3Spider	fetishblowSpider	blunderbore2Spider	arach3Spider																			scorpion	bat			20								0	29	255	Lost Temple	To The Lost Temple	M7L3	2	68	62	133					35	35	35	5					0
Pvp Map 2	159	0	0			98	190	240	190	240	190	240	4000	2200		1				0	1	1			2	2	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	170	255	255	255	0	0	1	0	3000	7	32	85	7	42	85	0	0	0	0	0	0	0	0	0	0	0	0																																																																																									0	3	255	Pvp Map 2	To Pvp Map	P2L1																	1
Frozen Forest Map	160	4	4	39	39	98	149	149	149	149	149	149	3600	2500	0	1	1	0	0	0	1	1	0	0	2	31	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3000	43	68	89	43	66	89	7500	7500	8250	8	16	8	16	40	60	0	0	8	snowyeti4Frozen	sandleaper5Frozen	doomknight1Frozen	doomknight3Frozen	clawviper5Frozen	overseer3Frozen	fetish4Frozen	fetishblow4Frozen																		1	snowyeti4Frozen	sandleaper5Frozen	doomknight1Frozen	doomknight3Frozen	clawviper5Frozen	overseer3Frozen	fetish4Frozen	fetishblow4Frozen																		snowyeti4Frozen	sandleaper5Frozen	doomknight1Frozen	doomknight3Frozen	clawviper5Frozen	overseer3Frozen	fetish4Frozen	fetishblow4Frozen																		rat	larva	bug		40								0	38	255	Canyon Map	To The Canyon of Sescheron	M6L4	107	108	109	123	129	110	133		25	25	70	25	25	25	5		0
Necropolis Jungle	161	2	4			98	179	159	179	159	179	159	3600	2700		1	0	0	0	0	1	1			2	24	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	0	1	0	3000	92	92	92	92	92	92	8000	8000	8000	8	16	8	16	40	60	1		6	unraveler3Rat	bonefetish4Rat	mummy5Rat	willowisp1Rat	skmage_fire3Rat	overseerRat																				1	unraveler3Rat	bonefetish4Rat	mummy5Rat	willowisp1Rat	skmage_fire3Rat	overseerRat																				unraveler3Rat	bonefetish4Rat	mummy5Rat	willowisp1Rat	skmage_fire3Rat	overseerRat																																0	25	255	RathmaMap2	To RathmaMap2	U1L2																	1
Necropolis Swamp	162	2	4			98	179	159	179	159	179	159	3600	2900		1	1	0	0	0	1	1			2	24	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	230	255	230	0	0	1	0	3000	92	92	92	92	92	92	8000	8000	8000	8	16	8	16	40	60	1		6	unraveler3Rat2	bonefetish4Rat2	mummy5Rat2	willowisp1Rat2	skmage_fire3Rat2	overseerRat2																				1	unraveler3Rat2	bonefetish4Rat2	mummy5Rat2	willowisp1Rat2	skmage_fire3Rat2	overseerRat2																				unraveler3Rat2	bonefetish4Rat2	mummy5Rat2	willowisp1Rat2	skmage_fire3Rat2	overseerRat2																																0	29	255	RathmaMap1	To RathmaMap1	U1L1																	1
Necropolis Void	163	3	4			98	150	150	150	150	150	150	4000	1000		1	0	0	0	0	1	1			2	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	0	1	0	1500	92	92	92	92	92	92	10000	10000	10000	0	0	0	0	0	0	1		4	voidBeast	voidWatcher	voidFrog	voidknightCorridor																							voidBeast	voidWatcher	voidFrog	voidknightCorridor																						voidBeast	voidWatcher	voidFrog	voidknightCorridor																																		0	32	255	RathmaMap3	To RathmaMap3	U1L3																	1
Realm of Terror	164	3	4	39	39	98	201	200	201	200	201	200	4000	1200	0	3	0	0	0	0	1	1	0	1	2	27	-1	-1	-1	-1		165							-1	69	-1	-1	-1	-1	-1	-1	50	255	255	255	0	1	1	0	4000	43	92	92	43	92	92	500	500	10000	0	0	0	0	40	60	0	0	12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															rat	larva	bug		40								0	32	255	Torment Map	To The Plains Of Torment	M4L1	60	61	59	74	133				50	25	45	45	90				0
Hole of Terror	165	3	4	39	39	98	67	91	67	91	67	91	4000	1850	0	1	0	0	0	0	1	1	0	1	2	27	-1	-1	-1	-1	164								70	-1	-1	-1	-1	-1	-1	-1	1	255	255	255	0	0	1	0	2000	43	92	92	43	92	92	7500	7500	10000	0	0	0	0	15	20	0	0	12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															rat				90								0	30	255	Hole Map	To The Pit Of Despair	M6L6	60	61	59	74	133				50	25	45	45	90				0
BR Arena	166	0	0			98	190	240	190	240	190	240	4000	2400		1				0	1	1			2	2	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	170	255	255	255	0	1	1	0	3000	30	60	90	30	60	90	250	250	250	0	0	0	0	0	0	0	0	1	BRArenaZombie																										BRArenaZombie																									BRArenaZombie																																					0	3	255	Pvp Map 2	To Pvp Map	P2L1																	1
Library Map	167	0	4	39	39	98	150	150	150	150	124	124	4000	2500	0	1	0	0	0	0	1	1	0	1	2	10	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	125	255	255	255	0	0	1	0	3000	43	68	88	43	66	89	10000	10000	10000	8	16	8	16	40	60	0	0	7	corruptrogue2Library	cr_archer2Library	cr_lancer2Library	deathmauler3Library	willowisp1Library	vampire1Library	bloodlord5Library																			1	corruptrogue2Library	cr_archer2Library	cr_lancer2Library	deathmauler3Library	willowisp1Library	vampire1Library	bloodlord5Library																			corruptrogue2Library	cr_archer2Library	cr_lancer2Library	deathmauler3Library	willowisp1Library	vampire1Library	bloodlord5Library																			rat	bat			30	30							0	10	255	LibraryMap	To The Sanatorium	M8L5	51	3	17	4					9	30	20	20					0
Uber Ancients	168	4	4			87	20	28	20	28	20	28	4000	2800		1	1		0	0		1			2	31	-1	1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	100	230	230	255	0	0	1			27	52	77	90	90	90												0																																																																																									0	42	255	Rocky Summit	To The Rocky Summit	A5L6																	0
Westmarch Map	169	4	4	39	39	98	159	149	159	149	159	149	4000	2900	0	1	1	0	0	0	1	1	0	0	2	36	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255	0	0	1	0	3000	43	68	88	43	66	87	9375	9375	10000	8	16	8	16	40	60	0	0	7	minion4Westmarch	goatmanBastionWestmarch	zombie1Westmarch	slinger1Westmarch	siegebeast1Westmarch	overseer1Westmarch	succubus1Westmarch																			1	minion4Westmarch	goatmanBastionWestmarch	zombie1Westmarch	slinger1Westmarch	siegebeast1Westmarch	overseer1Westmarch	succubus1Westmarch																			minion4Westmarch	goatmanBastionWestmarch	zombie1Westmarch	slinger1Westmarch	siegebeast1Westmarch	overseer1Westmarch	succubus1Westmarch																			rat	larva	bug		40								0	37	255	WestmarchMap	To WestmarchMap	M8L1	116	117	118	124	125	129	133		25	25	25	25	35	25	30	5	0
Crypts Map	170	0	4	39	39	98	149	149	149	149	149	149	4300	1000	0	1	0	0	0	0	1	1	0	0	2	3	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	90	255	255	255	0	0	1	0	3000	43	68	88	43	66	87	9000	9000	9900	8	16	8	16	40	60	0	0	8	skeleton3Crypt	scarab3Crypt	batdemon3Crypt	sk_archer3Crypt	bighead1Crypt	baboon1Crypt	clawviper2Crypt	flyingscimitarCrypt																		1	skeleton3Crypt	scarab3Crypt	batdemon3Crypt	sk_archer3Crypt	bighead1Crypt	baboon1Crypt	clawviper2Crypt	flyingscimitarCrypt																		skeleton3Crypt	scarab3Crypt	batdemon3Crypt	sk_archer3Crypt	bighead1Crypt	baboon1Crypt	clawviper2Crypt	flyingscimitarCrypt																		rat	bat			30	30							0	8	255	CryptsMap	To CryptsMap	M8L2	6	4							35	45							1
Sanctuary Of Sin Map	171	3	4	39	39	98	169	199	169	199	169	199	4300	1200	0	3	0	0	0	0	1	1	0	0	2	28	-1	-1	-1	-1	0	172	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	120	255	230	230	0	1	1	0	3000	43	68	92	43	66	92	10000	10000	10000	8	16	8	16	40	60	0	0	12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon																											0	32	255	SanctuaryOfSinMap	To SanctuaryOfSinMap	M8L3	48	49							30	15							0
Black Abyss Map	172	3	4	39	39	98	149	149	149	149	149	149	4300	1450	0	1	0	0	0	0	1	1	0	0	2	28	-1	-1	-1	-1	171	0	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	60	255	255	255	0	0	1	0	3000	43	68	92	43	66	92	9000	9000	10000	8	16	8	16	40	60	0	0	12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon																											0	32	255	BlackAbyssMap	To BlackAbyssMap	M8L4																	0
Butcher Event Map	173	2	4			98	59	59	59	59	59	59	3900	1000	0	0	0	0	0	0	1	1	0	0	2	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	1000	43	75	85	43	75	85	3500	3500	3500	0	0	1	2	4	5	0	0	0																										0																																																			bug	scorpion	larva	bat	15	20	5	15					0	48	255	Throne of Destruction	To The Throne of Destruction	A5L21	134	135	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0
Ruined Cistern Map	174	1	4	39	39	98	149	189	149	189	149	189	4000	1450	0	1	0	0	0	0	1	1	0	0	2	13	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	220	0	0	1	0	3000	43	75	87	43	75	89	9000	9000	9900	8	16	8	16	40	60	0	0	8	blunderbore2Cistern	clawviper3Cistern	corruptrogue2Cistern	mummy1Cistern	skmage_ltng1Cistern	frogdemon2Cistern	cr_archer2Cistern	fingermage2Cistern																		1	blunderbore2Cistern	clawviper3Cistern	corruptrogue2Cistern	mummy1Cistern	skmage_ltng1Cistern	frogdemon2Cistern	cr_archer2Cistern	fingermage2Cistern																		blunderbore2Cistern	clawviper3Cistern	corruptrogue2Cistern	mummy1Cistern	skmage_ltng1Cistern	frogdemon2Cistern	cr_archer2Cistern	fingermage2Cistern																		rat	scorpion	bug		15	20	5						0	15	255	Ruined Cistern	To The Ruined Cistern	M8L6	32	26	5						15	15	15	0	0	0	0	0	0
Ashen Plains Map	175	4	4	39	39	98	200	200	200	200	200	200	4300	3200	0	1	1	0	0	0	1	1	1	0	2	37	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	255	220	255	0	0	1	0	4500	43	68	89	43	66	89	8250	8250	9750	8	16	8	16	40	60	0	0	8	baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		1	baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		chicken	bunny	chicken		40								0	37	255	Ashen Plains	To The Ashen Plains	M8L7																	0
